State,County,% Fair or Poor Health,% Low birthweight,% Smokers,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia rate per 100000,Teen Birth Rate,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,% With Annual Mammogram,% Vaccinated (Influenza),% Children in Poverty,Income Ratio (80th% : 20th%),% Children in Single-Parent Households,Social Association Rate,Annual Average Violent Crimes,Violent Crime Rate,Injury Death Rate,Average Daily Air Polution above 2.5 ppm,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone
Tennessee,Unicoi,25,10,27,7,22,100,16,50,259,27,2960:01:00,2981:01:00,5961:01:00,46,44,22,4.5,23,14.1,45,251,116,8.2,No,12,81,29
Tennessee,Union,27,9,30,7.7,29,22,15,25,210.9,48,6563:01:00,3329:01:00,1997:01:00,40,47,29,4.2,19,3,57,295,115,9.8,No,13,84,63
Tennessee,Van Buren,27,8,30,7.6,27,63,16,13,209,45,,,5872:01:00,37,33,24,4,19,0,16,274,115,8.5,Yes,10,85,52
Tennessee,Warren,27,9,28,7.3,34,57,15,18,337,40,1947:01:00,2752:01:00,1423:01:00,38,48,24,4.7,25,11.3,185,458,97,8.8,No,11,87,31
Tennessee,Washington,20,8,22,7.5,26,70,16,23,383.4,19,569:01:00,1638:01:00,306:01:00,47,50,19,4.9,26,13.3,421,332,89,9.2,No,13,86,24
Tennessee,Wayne,26,8,29,7,40,71,16,10,313.6,30,3312:01:00,16673:1,1853:01:00,39,42,23,4.7,29,7.2,50,297,97,8.1,Yes,12,88,43
Tennessee,Weakley,24,7,26,7.3,33,25,16,11,470.9,18,1856:01:00,3333:01:00,2381:01:00,40,42,23,4.6,27,15.3,70,204,90,8.6,No,11,83,24
Tennessee,White,26,8,28,7.6,24,36,16,21,328.9,41,3012:01:00,2486:01:00,6836:01:00,45,52,22,4.1,20,8.9,68,254,113,8.8,No,11,86,32
Tennessee,Williamson,12,6,14,9.4,18,80,18,18,183,5,686:01:00,1248:01:00,541:01:00,48,59,4,3.9,11,12.7,294,140,56,9.5,Yes,10,80,46
Tennessee,Wilson,17,9,20,8.7,22,58,18,32,340.1,19,3270:01:00,2296:01:00,1831:01:00,42,56,10,3.8,20,9.7,388,303,84,9.7,Yes,12,82,51
Texas,,19,8,14,5.9,23,81,19,26,517.6,31,1642:01:00,1677:01:00,827:01:00,37,46,19,4.8,26,7.5,115228,420,58,7.3,,17,81,39
Texas,Anderson,24,7,22,6.4,27,26,20,18,427.8,44,3056:01:00,2510:01:00,2309:01:00,34,44,24,4.3,29,9.8,241,417,88,8.5,Yes,14,84,28
Texas,Andrews,23,7,17,7.8,27,94,20,29,417.6,56,2014:01:00,4676:01:00,6235:01:00,27,24,13,4,17,6.6,90,494,82,6.3,Yes,14,79,31
Texas,Angelina,25,9,20,6.3,33,65,17,18,484,39,1708:01:00,1971:01:00,735:01:00,40,49,23,4.3,31,10.9,275,312,69,9,Yes,17,80,18
Texas,Aransas,23,10,20,5.4,34,81,19,8,406.7,37,2644:01:00,3918:01:00,1237:01:00,46,49,32,5,24,5.5,121,477,104,7.4,Yes,15,77,27
Texas,Archer,17,6,18,7.7,18,23,22,25,147.6,23,,,,38,47,13,5.1,18,9.1,11,202,83,7.2,No,10,85,17
Texas,Armstrong,16,7,17,6.7,21,3,22,20,5215.5,,1892:00:00,1887:00:00,,40,27,17,4,24,21.1,3,153,,5.8,No,9,71,55
Texas,Atascosa,25,8,17,7.6,36,41,18,14,869.7,45,4574:01:00,2436:01:00,2558:01:00,29,36,19,4.3,30,6.8,109,222,61,7.8,No,15,80,50
Texas,Austin,19,8,17,7.9,27,26,21,14,261.9,28,5998:01:00,2503:01:00,2503:01:00,34,41,17,4.8,18,11.3,70,238,74,8.5,No,15,83,41
Texas,Bailey,26,8,18,7.9,19,82,18,30,452.2,61,3514:01:00,2333:01:00,3500:01:00,37,42,26,3.4,20,7.1,12,160,104,5.9,No,19,70,26
Texas,Bandera,19,9,18,6.6,27,58,20,27,156.6,19,4565:01:00,3852:01:00,1156:01:00,37,42,24,4.3,25,8.8,29,138,88,7.3,Yes,12,78,60
Texas,Bastrop,22,8,18,7.4,27,48,21,30,973.3,33,3624:01:00,2957:01:00,1740:01:00,35,43,24,4.5,24,6.7,322,407,84,8.1,No,17,81,56
Texas,Baylor,18,8,19,7.3,25,86,20,18,111.7,36,716:01:00,3509:01:00,,29,21,25,4.3,14,14,9,236,95,6.5,No,6,84,9
Texas,Bee,29,10,20,6.4,19,51,18,29,669.5,49,4655:01:00,3257:01:00,2171:01:00,32,31,28,5.3,26,4,84,252,65,7.7,Yes,16,84,28
Texas,Bell,20,9,18,6.5,24,78,17,26,963.1,37,1270:01:00,1214:01:00,445:01:00,40,38,18,4,28,7.6,1375,411,64,8.3,Yes,15,80,23
Texas,Bexar,22,9,15,7.1,21,86,17,27,538.3,31,1318:01:00,1121:01:00,532:01:00,35,40,22,4.6,30,5.7,10087,533,60,7.9,No,18,79,36
Texas,Blanco,17,6,17,8.1,24,50,21,23,903.1,16,3901:01:00,2983:01:00,11931:1,35,44,15,4.2,23,12.8,15,137,85,7.3,Yes,15,79,37
Texas,Borden,14,,14,6.9,23,0,23,0,,,648:00:00,654:00:00,654:00:00,,19,15,3.5,9,0,3,466,,6,Yes,4,70,62
Texas,Bosque,20,6,20,7.4,28,31,20,0,283.7,29,1699:01:00,2336:01:00,4671:01:00,39,31,20,4.1,19,13.4,13,82,89,7.9,Yes,13,82,47
Texas,Bowie,21,10,20,6.6,36,41,18,23,610.6,48,1429:01:00,1727:01:00,951:01:00,39,46,23,5.2,38,12.7,483,514,62,9.2,No,15,88,17
Texas,Brazoria,18,8,15,7.8,32,81,19,34,395.6,25,1589:01:00,1817:01:00,1397:01:00,33,45,11,4.3,19,6.4,629,183,53,9.7,Yes,13,86,52
Texas,Brazos,19,8,16,6.7,19,89,18,27,656.1,17,1157:01:00,1910:01:00,1019:01:00,48,55,19,6,28,8,674,317,36,8.4,Yes,26,80,11
Texas,Brewster,20,6,15,6.7,22,58,19,67,299.9,24,1324:01:00,3068:01:00,767:01:00,24,13,20,5,21,14,15,163,108,5.7,No,17,70,15
Texas,Briscoe,23,,19,3.8,27,71,18,33,719.9,,1516:00:00,1546:00:00,,35,30,25,4.7,18,0,0,0,132,5.9,Yes,11,74,26
Texas,Brooks,36,9,19,5.6,23,42,15,8,704.9,81,,7093:01:00,7093:01:00,20,40,44,6.4,37,4.2,17,234,78,7.3,Yes,23,86,20
Texas,Brown,21,9,19,6.7,31,65,20,35,431,33,1724:01:00,2367:01:00,549:01:00,36,44,22,4.1,21,16.9,119,314,69,6.8,No,11,84,12
Texas,Burleson,21,9,20,7.7,27,50,19,40,310.9,35,2627:01:00,18443:1,18443:1,40,40,22,4.3,18,10.9,29,174,77,8,Yes,12,81,48
Texas,Burnet,19,7,18,6.9,25,63,20,33,282,31,2264:01:00,2293:01:00,1553:01:00,43,47,16,4,21,12.8,109,248,83,7.4,Yes,13,76,36
Texas,Caldwell,26,9,19,7.2,23,59,19,20,1136.1,36,3604:01:00,3359:01:00,1284:01:00,30,42,21,4.4,25,8.8,89,219,67,8,Yes,17,80,53
Texas,Calhoun,24,7,18,6.8,22,55,19,43,395.5,49,1960:01:00,2129:01:00,5323:01:00,30,31,23,4.4,33,10.2,102,512,59,7.5,Yes,17,83,20
Texas,Callahan,20,11,20,6.8,27,55,21,11,157.8,28,13994:1,4648:01:00,6972:01:00,34,40,19,4.3,17,10.7,12,88,85,6.5,Yes,12,84,34
Texas,Cameron,34,8,18,6,25,66,16,16,489.5,47,2038:01:00,3089:01:00,1640:01:00,35,42,36,5.5,32,5,1351,319,33,9.5,Yes,24,85,21
Texas,Camp,24,7,20,6.8,24,60,18,33,443.4,49,1185:01:00,2619:01:00,2182:01:00,36,35,26,4.5,26,10,43,337,73,8.7,No,15,80,26
Texas,Carson,15,6,16,8.1,22,72,22,0,911.8,16,,5926:01:00,,39,45,11,4.4,17,20,23,377,80,6,No,4,79,40
Texas,Cass,22,8,22,6.8,35,36,19,31,299.9,41,4303:01:00,3336:01:00,3753:01:00,34,37,24,4.8,29,18.3,113,377,91,9.1,Yes,13,88,40
Texas,Castro,27,7,18,7.9,21,49,18,38,293.3,46,7665:01:00,,7530:01:00,28,28,23,3.8,25,11.7,9,109,68,6.3,Yes,12,84,22
Texas,Chambers,19,8,18,7.6,25,70,20,17,154.4,21,7076:01:00,21919:1,3985:01:00,34,33,12,5.2,13,5.4,134,348,65,8.5,Yes,15,90,50
Texas,Cherokee,25,8,21,6.9,35,47,18,26,501.5,49,2630:01:00,3290:01:00,1074:01:00,38,43,23,4.7,28,9.1,191,395,81,8.8,Yes,17,79,35
Texas,Childress,24,10,21,6.2,18,74,19,11,452.8,52,729:01:00,2435:01:00,1044:01:00,21,26,26,4.2,34,11,,,87,6.2,No,15,82,12
Texas,Clay,18,5,19,6.3,31,19,22,29,143.9,25,2614:01:00,,,32,49,16,4.4,17,14.3,14,130,110,7.4,Yes,11,83,32
Texas,Cochran,32,7,21,6.9,19,48,16,0,280.6,34,2836:01:00,2853:00:00,,24,22,30,7.3,21,17.6,6,203,111,5.9,No,16,77,30
Texas,Coke,21,6,19,4.5,24,72,20,10,393.2,34,,3387:00:00,,41,48,18,4.4,30,11.9,1,31,151,6.2,No,11,82,35
Texas,Coleman,22,9,21,6.7,25,69,19,24,154.2,45,1679:01:00,4088:01:00,8175:01:00,29,26,30,4.1,11,21.4,12,211,74,6.5,No,13,86,34
Texas,Collin,14,8,12,8.4,20,90,19,28,390.1,10,986:01:00,1457:01:00,809:01:00,47,57,7,4,16,6.4,1424,157,39,9.3,Yes,13,81,47
Texas,Collingsworth,24,7,20,7.7,19,71,19,57,,27,2962:01:00,2920:00:00,2920:01:00,26,12,36,4.1,24,16.9,5,162,141,6,No,12,83,19
Texas,Colorado,22,9,19,7.7,30,57,19,12,339.1,33,2122:01:00,4299:01:00,5373:01:00,30,34,21,4.3,25,12.7,46,221,87,7.9,No,10,83,30
Texas,Comal,16,8,15,7.9,22,84,22,29,368.8,21,1546:01:00,1460:01:00,773:01:00,39,45,9,4.1,17,9.6,350,274,63,8.3,Yes,13,81,50
Texas,Comanche,22,7,19,7,25,15,19,3,213.7,45,2256:01:00,3409:01:00,2273:01:00,33,28,22,4.2,23,9.6,31,230,105,7,Yes,14,82,27
Texas,Concho,28,8,19,7.8,21,70,20,7,,32,4276:01:00,2726:01:00,2726:01:00,38,45,27,4.4,33,0,1,12,,6.2,Yes,10,82,27
Texas,Cooke,19,6,19,7.7,21,52,20,30,285.8,41,3121:01:00,2292:01:00,1650:01:00,33,43,18,4,25,10.4,132,343,80,8.5,No,12,76,28
Texas,Coryell,21,9,20,6,24,64,20,34,485.9,31,4676:01:00,3302:01:00,1947:01:00,38,31,16,3.6,22,6.7,175,229,59,7.8,Yes,12,75,25
Texas,Cottle,28,,23,2.4,22,84,17,0,360.5,,1389:00:00,1398:00:00,,32,18,33,5.6,38,21.6,4,280,,6,No,8,70,18
Texas,Crane,23,8,16,8.9,18,92,19,22,168.8,50,4794:01:00,4797:01:00,,22,22,14,3.6,15,10.4,6,109,87,6.2,Yes,14,80,47
Texas,Crockett,24,10,16,8,24,18,19,10,420.9,74,3499:01:00,3464:01:00,,19,22,19,4.4,19,17.1,5,132,78,6.2,No,16,79,29
Texas,Crosby,29,8,20,7.3,20,32,17,23,288.2,51,2890:01:00,,,29,42,34,4.1,34,15.6,4,83,92,6.3,No,14,83,37
Texas,Culberson,36,9,22,6.5,21,93,15,13,313.8,75,,2171:00:00,,23,15,31,4.5,28,0,0,0,118,5.5,No,16,86,15
Texas,Dallam,24,7,19,6.7,24,93,19,9,360.7,68,1800:01:00,3644:01:00,2429:01:00,26,28,17,3.2,7,13.9,46,641,98,5.4,Yes,10,83,15
Texas,Dallas,23,9,16,7.2,23,96,18,31,690.9,36,1438:01:00,1152:01:00,637:01:00,40,52,21,4.5,30,7.4,12252,480,57,8.8,No,21,79,43
Texas,Dawson,31,10,22,6.2,24,68,17,7,468.3,63,2524:01:00,2121:01:00,12728:1,24,26,29,5.9,40,14.3,59,434,82,6.1,Yes,11,77,20
Texas,Deaf Smith,27,7,17,7.5,18,81,17,6,488.4,72,9380:01:00,3091:01:00,18546:1,28,39,25,3.9,26,9.6,59,310,62,6.1,No,13,86,13
Texas,Delta,22,7,21,6.8,21,69,19,33,302,38,5349:01:00,,1777:01:00,40,44,26,4,28,9.3,1,19,91,8.2,No,14,89,51
Texas,Denton,14,7,13,8.2,21,94,21,23,289.8,13,1851:01:00,1736:01:00,843:01:00,45,53,7,4,18,5.6,1321,170,38,9.4,No,14,80,48
Texas,DeWitt,24,8,20,7.2,32,60,19,24,504.3,46,2019:01:00,4032:01:00,6720:01:00,31,32,24,5.6,20,16.8,112,538,69,7.7,No,14,85,31
Texas,Dickens,24,16,20,6.9,19,37,19,43,,49,2249:01:00,2211:00:00,2211:01:00,29,32,26,7.2,23,17.8,7,317,136,5.9,No,11,69,27
Texas,Dimmit,36,8,19,5.6,25,68,15,4,767.9,45,2577:01:00,3375:01:00,3375:01:00,29,41,35,5.1,32,6.8,10,85,59,6.9,No,18,87,18
Texas,Donley,20,9,20,7.3,21,78,20,15,241.6,28,,3278:01:00,,28,18,25,4.4,32,18.1,11,316,125,5.9,No,13,81,27
Texas,Duval,34,8,19,5.3,22,58,16,11,1712.1,51,,,11157:1,29,34,34,4.7,38,3.6,60,611,87,7.2,Yes,19,73,28
Texas,Eastland,23,8,22,6.3,19,53,19,22,211.8,36,3054:01:00,3672:01:00,3672:01:00,23,40,24,5,17,13.6,37,213,75,6.8,Yes,9,78,21
Texas,Ector,24,9,17,7.9,32,71,19,36,522,60,1725:01:00,2375:01:00,2159:01:00,25,41,17,4.3,26,7.7,1285,809,81,6.6,Yes,16,81,26
Texas,Edwards,26,6,18,7.4,25,3,18,20,204.8,44,1928:01:00,1932:00:00,1932:01:00,44,32,35,4.5,46,15.6,3,160,114,6.1,Yes,15,73,17
Texas,Ellis,18,7,17,7.8,26,66,19,28,394,25,2361:01:00,2981:01:00,1515:01:00,39,52,13,4,18,8.7,230,142,54,8.3,Yes,14,82,47
Texas,El Paso,27,8,15,7,20,82,19,28,678.2,41,2066:01:00,2152:01:00,1026:01:00,27,33,26,4.8,30,5.1,3056,364,49,9.8,Yes,18,81,29
Texas,Erath,20,7,19,6.5,26,65,19,19,617.1,16,1845:01:00,1779:01:00,993:01:00,39,50,19,5.6,14,10.8,62,151,62,7.2,Yes,21,82,20
Texas,Falls,27,10,22,6.4,20,45,17,29,435.9,56,8668:01:00,3459:01:00,8649:01:00,36,34,28,6.3,28,12.1,25,162,66,8.2,Yes,16,80,52
Texas,Fannin,20,8,21,6.7,25,39,20,30,261.3,30,5881:01:00,4439:01:00,1015:01:00,37,44,16,4.5,17,12.8,45,145,95,8.5,No,13,80,49
Texas,Fayette,21,7,19,7.5,23,58,20,20,368,22,3169:01:00,1950:01:00,3621:01:00,37,46,15,4.3,21,17,66,261,74,7.8,Yes,10,84,24
Texas,Fisher,21,11,18,7.4,21,4,20,22,257.7,39,3839:01:00,3830:01:00,,25,11,22,4.8,22,20.8,12,314,104,6.3,Yes,8,81,30
Texas,Floyd,28,9,19,7.7,23,83,17,25,324.5,38,1459:01:00,5712:01:00,,28,35,30,4.1,23,17.1,24,468,62,6.2,No,14,85,26
Texas,Foard,22,,20,4.1,22,41,20,0,,,1200:00:00,1155:00:00,,26,34,26,3.4,26,0,0,0,184,6.2,Yes,7,80,27
Texas,Fort Bend,15,9,12,8,18,89,18,27,422.4,11,1164:01:00,1772:01:00,1351:01:00,38,50,7,4.1,19,4.7,1738,246,35,10.1,No,14,82,59
Texas,Franklin,17,7,18,7.8,24,8,22,29,334.4,30,3589:01:00,3575:01:00,2681:01:00,31,44,23,4.3,16,12.1,27,253,65,8.6,Yes,17,82,39
Texas,Freestone,23,8,21,6.7,26,35,19,18,229.3,32,3301:01:00,3286:01:00,6572:01:00,30,37,20,5.9,18,11.1,31,155,79,8.4,No,13,86,38
Texas,Frio,31,10,19,7.5,21,41,17,20,836.7,56,4954:01:00,4061:01:00,3384:01:00,28,34,36,5.6,41,6.1,45,237,47,7.2,No,18,87,18
Texas,Gaines,27,6,21,8.2,27,36,18,16,193.8,49,5225:01:00,10746:1,10746:1,21,26,20,4.2,17,12,15,73,59,6.3,Yes,11,71,21
Texas,Galveston,19,9,18,7.2,26,84,22,32,464.4,24,1320:01:00,2099:01:00,873:01:00,36,47,16,5.3,24,7.5,927,289,69,6.7,Yes,15,82,41
Texas,Garza,28,9,20,7.8,18,13,19,22,306.4,55,6578:01:00,3115:01:00,,21,36,24,3.7,15,9.1,8,118,47,5.9,No,5,80,30
Texas,Gillespie,18,8,16,7.7,28,71,20,26,221.4,28,838:01:00,1420:01:00,1080:01:00,47,53,14,4.2,24,14.9,13,50,80,7,Yes,17,72,22
Texas,Glasscock,22,,18,6.9,19,0,20,8,,,1388:00:00,1409:00:00,,38,48,11,5.2,13,0,0,0,,6.1,No,8,73,42
Texas,Goliad,21,7,18,7,26,58,19,27,277.7,26,,1915:01:00,3829:01:00,33,41,23,6.1,23,9.2,16,211,90,7.5,No,9,78,58
Texas,Gonzales,27,9,19,7,26,40,18,20,382.9,47,2603:01:00,2605:01:00,2977:01:00,31,39,24,4.4,26,12,135,652,65,7.7,Yes,20,78,31
Texas,Gray,24,7,21,7.1,27,92,19,19,281.2,49,2190:01:00,1990:01:00,4377:01:00,30,46,19,4.8,18,16.4,116,497,79,6,No,13,82,20
Texas,Grayson,19,8,19,7,35,67,19,28,353.1,37,2161:01:00,1548:01:00,778:01:00,34,52,17,4.4,25,10.8,336,273,69,8.8,Yes,14,79,31
Texas,Gregg,23,8,20,6.5,23,82,17,22,723,46,1189:01:00,1042:01:00,602:01:00,40,50,24,4.4,31,14.2,564,454,72,9.2,Yes,17,84,20
Texas,Grimes,25,10,21,6.2,30,40,19,30,384.6,35,4051:01:00,4813:01:00,7220:01:00,37,48,21,4.6,31,6.7,108,393,78,8.7,Yes,15,81,41
Texas,Guadalupe,19,8,15,7.6,21,65,19,31,271.2,21,3210:01:00,2607:01:00,3337:01:00,34,40,11,3.7,24,5.2,295,195,52,8.5,Yes,12,85,42
Texas,Hale,26,9,18,7,27,74,18,23,527.3,47,3383:01:00,4772:01:00,777:01:00,33,35,24,4.1,28,14.5,75,222,62,6.5,No,17,85,18
Texas,Hall,31,13,24,5.9,23,43,16,40,358.2,39,3028:01:00,2964:00:00,,22,27,41,5.1,36,9.9,9,269,65,5.9,Yes,15,79,23
Texas,Hamilton,22,7,21,6.8,24,46,20,17,190,26,1061:01:00,1692:01:00,1209:01:00,44,21,22,4.8,24,16.5,9,129,124,7.1,No,13,69,25
Texas,Hansford,27,6,21,4.9,22,88,18,0,183.6,34,1821:01:00,5399:01:00,2700:01:00,30,41,17,4,17,16.5,11,220,98,6,No,12,83,22
Texas,Hardeman,24,5,21,6.4,33,34,20,25,525.8,43,784:01:00,983:01:00,1311:01:00,31,34,33,4.6,20,10.2,2,42,117,6.3,Yes,9,75,18
Texas,Hardin,19,9,21,6.8,27,56,21,18,204.8,35,5201:01:00,3032:01:00,2504:01:00,38,45,16,5.2,23,11.7,88,157,81,8.6,Yes,13,87,47
Texas,Harris,22,9,16,7.3,22,91,16,33,589.2,31,1709:01:00,1414:01:00,800:01:00,34,47,21,4.9,28,5.4,33021,730,57,10.1,Yes,20,80,48
Texas,Harrison,22,8,21,7.3,34,63,19,31,429,36,3336:01:00,4437:01:00,2894:01:00,39,47,27,4.6,34,10.9,233,347,81,8.6,Yes,14,85,29
Texas,Hartley,18,6,17,7.7,22,74,22,21,,32,,,5576:01:00,27,33,8,3.6,9,14.2,23,364,59,5.3,No,13,87,10
Texas,Haskell,27,8,23,6.2,33,61,19,29,191.4,31,1938:01:00,2829:01:00,1415:01:00,33,40,29,4.7,40,17.2,7,121,101,6.4,Yes,12,79,15
Texas,Hays,18,7,15,7.9,17,72,22,38,555.3,17,2343:01:00,2616:01:00,971:01:00,37,48,11,4.4,17,5.9,469,244,51,8.2,No,20,79,48
Texas,Hemphill,22,5,19,8,22,86,19,25,174,36,956:01:00,3819:00:00,3819:01:00,34,31,12,4,15,18.3,14,324,90,5.9,No,9,68,16
Texas,Henderson,22,8,22,6.4,32,63,19,29,328.1,39,3292:01:00,2853:01:00,1760:01:00,41,52,30,4.7,20,10.8,269,340,98,8.7,Yes,14,83,44
Texas,Hidalgo,33,8,15,5.3,24,59,15,35,393.5,48,2170:01:00,3650:01:00,1562:01:00,35,45,37,5.6,32,3.5,2622,312,31,10.4,Yes,26,80,23
Texas,Hill,22,8,20,7.4,37,52,19,13,265,33,4039:01:00,2819:01:00,2156:01:00,38,38,18,4.3,25,11.8,60,171,93,8.5,Yes,16,82,41
Texas,Hockley,24,10,19,6.5,26,66,19,36,667,34,1641:01:00,2302:01:00,1535:01:00,33,32,20,4.9,22,12.6,106,448,86,6.4,Yes,12,76,29
Texas,Hood,17,7,18,7.3,25,73,22,20,279.7,28,2087:01:00,1926:01:00,1045:01:00,49,52,15,4.8,16,9.7,95,176,82,8,Yes,13,87,53
Texas,Hopkins,22,8,21,7,31,41,19,17,375.4,37,3681:01:00,4120:01:00,1426:01:00,39,48,20,4.4,23,8.7,53,147,89,8.6,Yes,15,85,25
Texas,Houston,27,9,24,4.8,32,56,17,26,299.7,37,5792:01:00,3828:01:00,4594:01:00,29,40,29,4.3,31,10.8,49,214,82,8.6,Yes,19,87,38
Texas,Howard,24,10,19,6.4,30,82,19,19,391.2,62,3646:01:00,2444:01:00,667:01:00,29,37,19,4.6,33,11,226,607,97,6.3,Yes,14,79,18
Texas,Hudspeth,36,11,21,1.1,23,0,16,25,181.5,58,,,,19,25,41,4.5,34,0,4,105,,5.8,Yes,20,76,33
Texas,Hunt,22,8,21,7.1,32,65,20,33,427.2,30,3574:01:00,2817:01:00,1264:01:00,39,41,20,4.8,21,10.9,315,365,75,8.7,Yes,17,82,43
Texas,Hutchinson,21,9,20,6.8,34,84,20,26,290.1,45,4240:01:00,2326:01:00,10469:1,32,40,16,4.9,31,15.1,96,483,86,6,No,10,84,16
Texas,Irion,18,9,17,5.7,21,75,21,0,263.9,,1522:00:00,1536:00:00,,46,47,9,4,32,26.3,1,63,,6,No,19,85,33
Texas,Jack,23,8,22,6.3,28,60,20,17,520.8,36,2211:01:00,,8935:01:00,29,33,19,5.5,22,11.3,20,219,124,7.2,Yes,10,85,41
Texas,Jackson,21,7,18,7.5,29,50,20,27,249.9,42,14874:1,3690:01:00,4920:01:00,30,38,18,4.3,23,12.1,31,208,72,7.7,No,15,80,38
Texas,Jasper,23,9,23,6.5,34,38,19,10,388.1,45,2759:01:00,2538:01:00,2221:01:00,35,40,28,4.9,29,10.3,121,340,98,8.6,Yes,9,82,43
Texas,Jeff Davis,19,,15,8.1,22,48,20,40,219.3,,2252:01:00,2274:00:00,455:01:00,26,21,39,3.3,0,31.1,5,206,,5.2,Yes,10,76,28
Texas,Jefferson,24,10,20,6.5,32,65,18,20,575.9,40,1903:01:00,1644:01:00,953:01:00,39,45,24,5.2,35,11.2,1797,707,71,8.9,Yes,15,89,20
Texas,Jim Hogg,33,9,17,5.6,22,47,16,33,384.5,59,5248:01:00,5200:01:00,,21,29,35,5.9,49,0,4,77,62,7.1,Yes,16,72,35
Texas,Jim Wells,30,10,17,6.8,25,47,17,18,141.9,53,4082:01:00,2892:01:00,1191:01:00,28,37,29,5.6,33,6.1,241,583,67,7.6,Yes,16,84,44
Texas,Johnson,20,7,19,7.6,29,71,21,20,329.9,33,2285:01:00,2548:01:00,1312:01:00,38,48,16,3.8,23,7.4,297,187,62,8.8,Yes,12,88,56
Texas,Jones,25,7,21,6.7,25,44,20,22,100.1,42,2831:01:00,10042:1,20083:1,32,31,22,4.2,27,11.6,54,269,87,6.7,Yes,10,79,33
Texas,Karnes,26,8,19,7,19,51,19,18,237,39,3913:01:00,1733:01:00,7801:01:00,29,41,27,5.9,30,10.2,40,262,64,7.6,No,13,83,28
Texas,Kaufman,20,8,18,7.7,31,59,20,30,401.2,27,3476:01:00,2521:01:00,1089:01:00,37,52,14,4.1,22,7.9,266,234,66,8.8,Yes,13,82,59
Texas,Kendall,14,7,13,8.4,26,76,22,38,145.4,12,1201:01:00,1248:01:00,586:01:00,48,51,11,4.4,15,9.4,44,109,55,7.6,Yes,15,76,48
Texas,Kenedy,38,,23,3,21,0,16,0,,,442:00:00,404:00:00,404:00:00,,50,21,2.6,2,0,4,978,,7.1,Yes,17,97,23
Texas,Kent,18,,18,4.2,24,0,21,100,,,726:00:00,762:00:00,762:00:00,32,23,14,6,12,0,3,319,,5.9,Yes,13,72,10
Texas,Kerr,19,8,17,6.7,25,71,20,28,177.9,31,1191:01:00,1461:01:00,325:01:00,47,51,20,4,25,15.1,121,238,88,7,Yes,14,79,22
Texas,Kimble,22,7,19,6.6,26,61,19,2,204.1,47,1091:01:00,1446:01:00,4337:01:00,30,30,33,5.4,15,11.5,5,102,87,6.2,Yes,12,74,25
Texas,King,18,,18,5.6,19,1,22,0,,,277:00:00,272:00:00,272:00:00,,,17,2.9,39,0,0,0,,6,Yes,10,73,18
Texas,Kinney,31,7,20,7.3,21,70,17,13,160.2,46,,3667:00:00,,33,28,25,5.3,32,0,1,26,71,6.4,No,8,83,6
Texas,Kleberg,27,8,16,6,25,51,17,8,810.6,34,2395:01:00,1615:01:00,2045:01:00,34,38,31,6.6,35,7.7,160,500,52,7.5,Yes,20,79,20
Texas,Knox,23,8,19,5.9,21,39,19,33,161.7,24,,3664:00:00,,30,15,31,4.5,19,16.4,9,221,64,6.4,Yes,10,81,16
Texas,Lamar,22,9,22,6.2,41,64,19,13,641.3,44,1989:01:00,1781:01:00,959:01:00,44,49,27,5.1,31,14.7,191,386,79,8.6,Yes,15,83,17
Texas,Lamb,29,8,20,7.3,27,69,17,41,454.2,48,3290:01:00,6447:01:00,4298:01:00,31,35,26,4.3,28,18.2,43,341,74,6.4,Yes,10,80,22
Texas,Lampasas,19,6,18,7.1,23,49,20,10,309.1,32,2123:01:00,7143:01:00,1648:01:00,39,24,19,4,23,13.2,26,141,75,7.4,Yes,13,80,36
Texas,La Salle,30,10,16,5,23,0,18,22,197.8,58,,,1880:01:00,24,24,27,5.4,16,5.3,7,85,61,6.8,No,23,86,28
Texas,Lavaca,20,7,19,7.6,33,62,20,31,219.3,30,1547:01:00,4031:01:00,6718:01:00,39,39,15,4.7,15,12.4,31,154,68,7.7,Yes,14,81,34
Texas,Lee,22,8,19,7.8,27,47,19,23,133.9,36,3429:01:00,3448:01:00,1567:01:00,36,47,16,4.6,28,11.1,43,253,92,7.9,Yes,17,76,41
Texas,Leon,23,7,22,7,31,19,19,16,278.4,38,,5801:01:00,5801:01:00,36,43,22,5,30,16.2,18,111,107,8.3,Yes,11,76,45
Texas,Liberty,25,9,22,6.8,31,55,18,19,468.6,46,4316:01:00,3836:01:00,5189:01:00,24,37,19,4.3,21,8.6,324,410,92,9.1,No,15,85,61
Texas,Limestone,25,10,22,6.6,28,61,19,32,267.8,46,2940:01:00,2930:01:00,2131:01:00,38,41,26,4.5,26,9.8,87,373,67,8.3,Yes,15,86,29
Texas,Lipscomb,21,5,18,5.7,25,1,20,0,118.4,35,,3233:00:00,,33,33,17,4.1,21,29.8,5,125,76,5.8,No,11,87,22
Texas,Live Oak,24,8,20,7.5,24,34,19,19,648.9,30,12166:1,6104:01:00,12207:1,34,32,23,4.9,18,11.5,39,320,81,7.6,No,10,81,45
